%
%
% Run:008   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 744000.00000        0.9846      0.002184 
 744000.00000        0.9701      0.002656 
 744000.00000        0.9587      0.002719 
 744000.00000        0.9545      0.000000 
 744300.00000        0.9912      0.016581 
 744300.00000        0.9739      0.010933 
 744300.00000        0.9605      0.005425 
 744300.00000        0.9555      0.000000 
 744600.00000        0.9960      0.031128 
 744600.00000        0.9811      0.024655 
 744600.00000        0.9696      0.013651 
 744600.00000        0.9652      0.000000 
 744900.00000        0.9989      0.041147 
 744900.00000        0.9913      0.034439 
 744900.00000        0.9850      0.019592 
 744900.00000        0.9826      0.000000 
 745200.00000        1.0001      0.042986 
 745200.00000        1.0026      0.037118 
 745200.00000        1.0038      0.021408 
 745200.00000        1.0042      0.000000 
 745500.00000        0.9993      0.034851 
 745500.00000        1.0127      0.031167 
 745500.00000        1.0219      0.018229 
 745500.00000        1.0252      0.000000 
 745800.00000        0.9966      0.017233 
 745800.00000        1.0191      0.017075 
 745800.00000        1.0348      0.010381 
 745800.00000        1.0405      0.000000 
 746100.00000        0.9919      0.007125 
 746100.00000        1.0195      0.002764 
 746100.00000        1.0389      0.000729 
 746100.00000        1.0459      0.000000 
 746400.00000        0.9853      0.033833 
 746400.00000        1.0128      0.024605 
 746400.00000        1.0321      0.012970 
 746400.00000        1.0390      0.000000 
 746700.00000        0.9767      0.057920 
 746700.00000        0.9989      0.044237 
 746700.00000        1.0145      0.023973 
 746700.00000        1.0200      0.000000 
 747000.00000        0.9661      0.075081 
 747000.00000        0.9792      0.057979 
 747000.00000        0.9882      0.031631 
 747000.00000        0.9914      0.000000 
 747300.00000        0.9538      0.082704 
 747300.00000        0.9559      0.063541 
 747300.00000        0.9570      0.034596 
 747300.00000        0.9573      0.000000 
 747600.00000        0.9396      0.080414 
 747600.00000        0.9317      0.060544 
 747600.00000        0.9253      0.032617 
 747600.00000        0.9229      0.000000 
 747900.00000        0.9237      0.070098 
 747900.00000        0.9088      0.050588 
 747900.00000        0.8972      0.026606 
 747900.00000        0.8929      0.000000 
 748200.00000        0.9060      0.055436 
 748200.00000        0.8888      0.036847 
 748200.00000        0.8755      0.018396 
 748200.00000        0.8706      0.000000 
 748500.00000        0.8868      0.041042 
 748500.00000        0.8724      0.023328 
 748500.00000        0.8611      0.010306 
 748500.00000        0.8569      0.000000 
 748800.00000        0.8659      0.031407 
 748800.00000        0.8587      0.013945 
 748800.00000        0.8528      0.004609 
 748800.00000        0.8506      0.000000 
 749100.00000        0.8434      0.029894 
 749100.00000        0.8463      0.011623 
 749100.00000        0.8477      0.003015 
 749100.00000        0.8481      0.000000 
 749400.00000        0.8194      0.038004 
 749400.00000        0.8326      0.017641 
 749400.00000        0.8417      0.006252 
 749400.00000        0.8449      0.000000 
 749700.00000        0.7937      0.055029 
 749700.00000        0.8154      0.031341 
 749700.00000        0.8307      0.013899 
 749700.00000        0.8361      0.000000 
 750000.00000        0.7665      0.078170 
 750000.00000        0.7928      0.050291 
 750000.00000        0.8113      0.024535 
 750000.00000        0.8179      0.000000 
 750300.00000        0.7377      0.103152 
 750300.00000        0.7636      0.070855 
 750300.00000        0.7818      0.036096 
 750300.00000        0.7884      0.000000 
 750600.00000        0.7074      0.125274 
 750600.00000        0.7280      0.089046 
 750600.00000        0.7426      0.046337 
 750600.00000        0.7478      0.000000 
 750900.00000        0.6758      0.140547 
 750900.00000        0.6875      0.101446 
 750900.00000        0.6957      0.053301 
 750900.00000        0.6986      0.000000 
 751200.00000        0.6428      0.146615 
 751200.00000        0.6442      0.105979 
 751200.00000        0.6448      0.055757 
 751200.00000        0.6449      0.000000 
 751500.00000        0.6086      0.143210 
 751500.00000        0.6004      0.102349 
 751500.00000        0.5939      0.053502 
 751500.00000        0.5915      0.000000 
 751800.00000        0.5733      0.132133 
 751800.00000        0.5583      0.092073 
 751800.00000        0.5469      0.047398 
 751800.00000        0.5426      0.000000 
 752100.00000        0.5370      0.116801 
 752100.00000        0.5196      0.078098 
 752100.00000        0.5063      0.039142 
 752100.00000        0.5013      0.000000 
 752400.00000        0.4998      0.101472 
 752400.00000        0.4846      0.064113 
 752400.00000        0.4729      0.030872 
 752400.00000        0.4686      0.000000 
 752700.00000        0.4616      0.090285 
 752700.00000        0.4528      0.053732 
 752700.00000        0.4458      0.024685 
 752700.00000        0.4432      0.000000 
 753000.00000        0.4226      0.086383 
 753000.00000        0.4228      0.049698 
 753000.00000        0.4225      0.022188 
 753000.00000        0.4223      0.000000 
 753300.00000        0.3828      0.091256 
 753300.00000        0.3927      0.053293 
 753300.00000        0.3994      0.024119 
 753300.00000        0.4019      0.000000 
 753600.00000        0.3423      0.104433 
 753600.00000        0.3602      0.064082 
 753600.00000        0.3729      0.030195 
 753600.00000        0.3774      0.000000 
 753900.00000        0.3011      0.123566 
 753900.00000        0.3237      0.080022 
 753900.00000        0.3398      0.039217 
 753900.00000        0.3457      0.000000 
 754200.00000        0.2592      0.144934 
 754200.00000        0.2822      0.097941 
 754200.00000        0.2986      0.049380 
 754200.00000        0.3045      0.000000 
 754500.00000        0.2167      0.164302 
 754500.00000        0.2356      0.114250 
 754500.00000        0.2491      0.058660 
 754500.00000        0.2541      0.000000 
 754800.00000        0.1738      0.177920 
 754800.00000        0.1851      0.125739 
 754800.00000        0.1932      0.065228 
 754800.00000        0.1961      0.000000 
 755100.00000        0.1306      0.183346 
 755100.00000        0.1323      0.130265 
 755100.00000        0.1336      0.067824 
 755100.00000        0.1341      0.000000 
 755400.00000        0.0870      0.179910 
 755400.00000        0.0796      0.127184 
 755400.00000        0.0740      0.066039 
 755400.00000        0.0720      0.000000 
 755700.00000        0.0434      0.168770 
 755700.00000        0.0287      0.117450 
 755700.00000        0.0179      0.060406 
 755700.00000        0.0139      0.000000 
 756000.00000       -0.0003      0.152610 
 756000.00000       -0.0186      0.103366 
 756000.00000       -0.0322      0.052249 
 756000.00000       -0.0372      0.000000 
 756300.00000       -0.0439      0.135048 
 756300.00000       -0.0618      0.088062 
 756300.00000       -0.0751      0.043378 
 756300.00000       -0.0799      0.000000 
 756600.00000       -0.0874      0.119857 
 756600.00000       -0.1009      0.074830 
 756600.00000       -0.1109      0.035702 
 756600.00000       -0.1146      0.000000 
 756900.00000       -0.1306      0.110198 
 756900.00000       -0.1369      0.066433 
 756900.00000       -0.1416      0.030838 
 756900.00000       -0.1433      0.000000 
 757200.00000       -0.1736      0.107996 
 757200.00000       -0.1713      0.064550 
 757200.00000       -0.1697      0.029765 
 757200.00000       -0.1691      0.000000 
 757500.00000       -0.2163      0.113575 
 757500.00000       -0.2059      0.069446 
 757500.00000       -0.1984      0.032622 
 757500.00000       -0.1957      0.000000 
 757800.00000       -0.2586      0.125596 
 757800.00000       -0.2424      0.079941 
 757800.00000       -0.2307      0.038699 
 757800.00000       -0.2264      0.000000 
 758100.00000       -0.3004      0.141316 
 758100.00000       -0.2820      0.093677 
 758100.00000       -0.2685      0.046637 
 758100.00000       -0.2636      0.000000 
 758400.00000       -0.3418      0.157177 
 758400.00000       -0.3250      0.107628 
 758400.00000       -0.3126      0.054723 
 758400.00000       -0.3081      0.000000 
 758700.00000       -0.3825      0.169586 
 758700.00000       -0.3710      0.118737 
 758700.00000       -0.3624      0.061229 
 758700.00000       -0.3591      0.000000 
 759000.00000       -0.4226      0.175700 
 759000.00000       -0.4189      0.124542 
 759000.00000       -0.4158      0.064735 
 759000.00000       -0.4146      0.000000 
 759300.00000       -0.4618      0.173980 
 759300.00000       -0.4669      0.123665 
 759300.00000       -0.4701      0.064413 
 759300.00000       -0.4712      0.000000 
 759600.00000       -0.5002      0.164438 
 759600.00000       -0.5132      0.116062 
 759600.00000       -0.5222      0.060210 
 759600.00000       -0.5255      0.000000 
 759900.00000       -0.5376      0.148570 
 759900.00000       -0.5562      0.102993 
 759900.00000       -0.5695      0.052842 
 759900.00000       -0.5743      0.000000 
 760200.00000       -0.5739      0.129023 
 760200.00000       -0.5950      0.086740 
 760200.00000       -0.6100      0.043626 
 760200.00000       -0.6154      0.000000 
 760500.00000       -0.6091      0.109057 
 760500.00000       -0.6289      0.070133 
 760500.00000       -0.6430      0.034202 
 760500.00000       -0.6481      0.000000 
 760800.00000       -0.6430      0.091898 
 760800.00000       -0.6583      0.055993 
 760800.00000       -0.6691      0.026209 
 760800.00000       -0.6730      0.000000 
 761100.00000       -0.6757      0.080128 
 761100.00000       -0.6841      0.046576 
 761100.00000       -0.6899      0.020969 
 761100.00000       -0.6919      0.000000 
 761400.00000       -0.7071      0.075208 
 761400.00000       -0.7078      0.043152 
 761400.00000       -0.7078      0.019219 
 761400.00000       -0.7078      0.000000 
 761700.00000       -0.7372      0.077220 
 761700.00000       -0.7308      0.045771 
 761700.00000       -0.7257      0.020972 
 761700.00000       -0.7237      0.000000 
 762000.00000       -0.7659      0.084841 
 762000.00000       -0.7546      0.053268 
 762000.00000       -0.7458      0.025528 
 762000.00000       -0.7425      0.000000 
 762300.00000       -0.7932      0.095596 
 762300.00000       -0.7800      0.063502 
 762300.00000       -0.7699      0.031656 
 762300.00000       -0.7661      0.000000 
 762600.00000       -0.8190      0.106340 
 762600.00000       -0.8075      0.073798 
 762600.00000       -0.7985      0.037838 
 762600.00000       -0.7951      0.000000 
 762900.00000       -0.8433      0.113926 
 762900.00000       -0.8367      0.081467 
 762900.00000       -0.8311      0.042550 
 762900.00000       -0.8289      0.000000 
 763200.00000       -0.8660      0.115848 
 763200.00000       -0.8665      0.084337 
 763200.00000       -0.8659      0.044538 
 763200.00000       -0.8656      0.000000 
 763500.00000       -0.8872      0.110712 
 763500.00000       -0.8955      0.081161 
 763500.00000       -0.9007      0.043056 
 763500.00000       -0.9025      0.000000 
 763800.00000       -0.9066      0.098461 
 763800.00000       -0.9222      0.071847 
 763800.00000       -0.9328      0.038024 
 763800.00000       -0.9365      0.000000 
 764100.00000       -0.9242      0.080344 
 764100.00000       -0.9452      0.057447 
 764100.00000       -0.9597      0.030045 
 764100.00000       -0.9649      0.000000 
 764400.00000       -0.9401      0.058661 
 764400.00000       -0.9634      0.039952 
 764400.00000       -0.9798      0.020267 
 764400.00000       -0.9856      0.000000 
 764700.00000       -0.9541      0.036325 
 764700.00000       -0.9766      0.021894 
 764700.00000       -0.9922      0.010161 
 764700.00000       -0.9979      0.000000 
 765000.00000       -0.9662      0.016319 
 765000.00000       -0.9847      0.005878 
 765000.00000       -0.9974      0.001240 
 765000.00000       -1.0020      0.000000 
 765300.00000       -0.9765      0.001148 
 765300.00000       -0.9887      0.005911 
 765300.00000       -0.9968      0.005220 
 765300.00000       -0.9996      0.000000 
 765600.00000       -0.9849      0.007611 
 765600.00000       -0.9897      0.012107 
 765600.00000       -0.9923      0.008424 
 765600.00000       -0.9931      0.000000 
